timestamp,price_per_kwh,action,reason,soc_percent,energy_kwh,cashflow,cumulative_profit
2026-05-01T03:45:00,0.06,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T03:50:00,0.07,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T03:55:00,0.08,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:00:00,0.09,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:05:00,0.1,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:10:00,0.11,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:15:00,0.12,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:20:00,0.13,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:25:00,0.14,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:30:00,0.15,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:35:00,0.16,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:40:00,0.18,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:45:00,0.2,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:50:00,0.22,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T04:55:00,0.25,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T05:00:00,0.28,HOLD,No price signal,3.4,0.000,0.0000,-0.3792
2026-05-01T05:05:00,0.3,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:10:00,0.32,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:15:00,0.35,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:20:00,0.38,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:25:00,0.4,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:30:00,0.42,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:35:00,0.45,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:40:00,0.48,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:45:00,0.5,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:50:00,0.52,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T05:55:00,0.55,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:00:00,0.58,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:05:00,0.6,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:10:00,0.62,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:15:00,0.65,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:20:00,0.68,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:25:00,0.7,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:30:00,0.72,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:35:00,0.75,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:40:00,0.78,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:45:00,0.8,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:50:00,0.82,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T06:55:00,0.85,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:00:00,0.88,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:05:00,0.9,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:10:00,0.92,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:15:00,0.95,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:20:00,0.98,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:25:00,1.0,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:30:00,1.02,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:35:00,1.05,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:40:00,1.08,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:45:00,1.1,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:50:00,1.12,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T07:55:00,1.15,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:00:00,1.18,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:05:00,1.2,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:10:00,1.22,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:15:00,1.25,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:20:00,1.28,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:25:00,1.3,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:30:00,1.32,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:35:00,1.35,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:40:00,1.38,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:45:00,1.4,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:50:00,1.42,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T08:55:00,1.45,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:00:00,1.48,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:05:00,1.5,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:10:00,1.52,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:15:00,1.55,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:20:00,1.58,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:25:00,1.6,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:30:00,1.62,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:35:00,1.65,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:40:00,1.68,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:45:00,1.7,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:50:00,1.72,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T09:55:00,1.75,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:00:00,1.78,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:05:00,1.8,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:10:00,1.82,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:15:00,1.85,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:20:00,1.88,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:25:00,1.9,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:30:00,1.92,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:35:00,1.95,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:40:00,1.98,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:45:00,2.0,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:50:00,2.02,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T10:55:00,2.05,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:00:00,2.08,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:05:00,2.1,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:10:00,2.12,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:15:00,2.15,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:20:00,2.18,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:25:00,2.2,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:30:00,2.22,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:35:00,2.25,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:40:00,2.28,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:45:00,2.3,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:50:00,2.32,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T11:55:00,2.35,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:00:00,2.38,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:05:00,2.4,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:10:00,2.42,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:15:00,2.45,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:20:00,2.48,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:25:00,2.5,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:30:00,2.52,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:35:00,2.55,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:40:00,2.58,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:45:00,2.6,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:50:00,2.62,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T12:55:00,2.65,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:00:00,2.68,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:05:00,2.7,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:10:00,2.72,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:15:00,2.75,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:20:00,2.78,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:25:00,2.8,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:30:00,2.82,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:35:00,2.85,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:40:00,2.88,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:45:00,2.9,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:50:00,2.92,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T13:55:00,2.95,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:00:00,2.98,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:05:00,3.0,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:10:00,3.02,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:15:00,3.05,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:20:00,3.08,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:25:00,3.1,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:30:00,3.12,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:35:00,3.15,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:40:00,3.18,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:45:00,3.2,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:50:00,3.22,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T14:55:00,3.25,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:00:00,3.28,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:05:00,3.3,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:10:00,3.32,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:15:00,3.35,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:20:00,3.38,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:25:00,3.4,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:30:00,3.42,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:35:00,3.45,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:40:00,3.48,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:45:00,3.5,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:50:00,3.52,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T15:55:00,3.55,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:00:00,3.58,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:05:00,3.6,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:10:00,3.62,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:15:00,3.65,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:20:00,3.68,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:25:00,3.7,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:30:00,3.72,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:35:00,3.75,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:40:00,3.78,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:45:00,3.8,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:50:00,3.82,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T16:55:00,3.85,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:00:00,3.88,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:05:00,3.9,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:10:00,3.92,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:15:00,3.95,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:20:00,3.98,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:25:00,4.0,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:30:00,4.02,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:35:00,4.05,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:40:00,4.08,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:45:00,4.1,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:50:00,4.12,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T17:55:00,4.15,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:00:00,4.18,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:05:00,4.2,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:10:00,4.22,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:15:00,4.25,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:20:00,4.28,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:25:00,4.3,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:30:00,4.32,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:35:00,4.35,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:40:00,4.38,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:45:00,4.4,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:50:00,4.42,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T18:55:00,4.45,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:00:00,4.48,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:05:00,4.5,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:10:00,4.52,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:15:00,4.55,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:20:00,4.58,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:25:00,4.6,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:30:00,4.62,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:35:00,4.65,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:40:00,4.68,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:45:00,4.7,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:50:00,4.72,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T19:55:00,4.75,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:00:00,4.78,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:05:00,4.8,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:10:00,4.82,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:15:00,4.85,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:20:00,4.88,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:25:00,4.9,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:30:00,4.92,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:35:00,4.95,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:40:00,4.98,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:45:00,5.0,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:50:00,5.02,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T20:55:00,5.05,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:00:00,5.08,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:05:00,5.1,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:10:00,5.12,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:15:00,5.15,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:20:00,5.18,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:25:00,5.2,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:30:00,5.22,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:35:00,5.25,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:40:00,5.28,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:45:00,5.3,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:50:00,5.32,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T21:55:00,5.35,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:00:00,5.38,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:05:00,5.4,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:10:00,5.42,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:15:00,5.45,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:20:00,5.48,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:25:00,5.5,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:30:00,5.52,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:35:00,5.55,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:40:00,5.58,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:45:00,5.6,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:50:00,5.62,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T22:55:00,5.65,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T23:00:00,5.68,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T23:05:00,5.7,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
2026-05-01T23:10:00,5.72,HOLD,Battery below min SoC,3.4,0.000,0.0000,-0.3792
