C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2024/03/07,09:35:20,0000000413028861,,0000000413028821
I,DISPATCH,PRICE,4,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE
D,DISPATCH,PRICE,4,"2024/02/01 00:15:00",1,NSW1,20240131243,0,70.67,0,70.67,0,0,"2024/02/01 00:10:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11.68,11.68,0,0.38,0.38,0,0.39,0.39,0,0.08,0.08,0,0.72,0.72,0,FIRM,70.67,0.39,0.39,0.38,11.68,0.38,0.39,0.08,0.72,30513.7265116666666666666666,1631.105540,1405.917990,859.247140,12952.772810,712.504030,4595.138010,872.102760,7556.276280
D,DISPATCH,PRICE,4,"2024/02/01 00:15:00",1,QLD1,20240131243,0,79.41228,0,79.41228,0,0,"2024/02/01 00:10:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11.68,11.68,0,0.38,0.38,0,0.39,0.39,0,0.08,0.08,0,0.72,0.72,0,FIRM,79.41228,0.39,0.39,0.38,11.68,0.38,0.39,0.08,0.72,85721.6558166666666666666666,1631.105540,1405.917990,859.247140,12952.772810,712.504030,4595.138010,872.102760,7556.276280
D,DISPATCH,PRICE,4,"2024/02/01 00:15:00",1,SA1,20240131243,0,64.52947,0,64.52947,0,0,"2024/02/01 00:10:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11.68,11.68,0,0.38,0.38,0,0.39,0.39,0,0.08,0.08,0,0.72,0.72,0,FIRM,64.52947,0.39,0.39,0.38,11.68,0.38,0.39,0.08,0.72,6968.502668333333333333333333,1631.105540,1405.917990,859.247140,12952.772810,712.504030,4595.138010,872.102760,7556.276280
D,DISPATCH,PRICE,4,"2024/02/01 00:15:00",1,TAS1,20240131243,0,57.56392,0,57.56392,0,0,"2024/02/01 00:10:03",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,7.22,7.22,0,0.38,0.38,0,0.38,0.38,0,0.08,0.08,0,3.41,3.41,0,FIRM,57.56392,1.36,1.36,0.38,7.22,0.38,0.38,0.08,3.41,14911.0774983333333333333333,3685.947240,1759.818170,732.2357,13818.6616,6161.279110,3319.907070,182.173360,21238.761430
D,DISPATCH,PRICE,4,"2024/02/01 00:15:00",1,VIC1,20240131243,0,58.46389,0,58.46389,0,0,"2024/02/01 00:10:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11.68,11.68,0,0.38,0.38,0,0.39,0.39,0,0.08,0.08,0,0.72,0.72,0,FIRM,58.46389,0.39,0.39,0.38,11.68,0.38,0.39,0.08,0.72,1355.656136666666666666666666,1631.105540,1405.917990,859.247140,12952.772810,712.504030,4595.138010,872.102760,7556.276280
D,DISPATCH,PRICE,4,"2024/02/01 00:20:00",1,NSW1,20240131244,0,68,0,68,0,0,"2024/02/01 00:15:02",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,9.01,9.01,0,0.38,0.38,0,0.39,0.39,0,0.2,0.2,0,1.5,1.5,0,FIRM,68,0.48,0.5,0.38,9.01,0.38,0.39,0.2,1.5,30513.7265116666666666666666,1630.875540,1405.917990,859.237140,12954.052810,712.504030,4595.148010,872.132760,7556.576280
D,DISPATCH,PRICE,4,"2024/02/01 00:20:00",1,QLD1,20240131244,0,76.12875,0,76.12875,0,0,"2024/02/01 00:15:02",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,9.01,9.01,0,0.38,0.38,0,0.39,0.39,0,0.2,0.2,0,1.5,1.5,0,FIRM,76.12875,0.48,0.5,0.38,9.01,0.38,0.39,0.2,1.5,85721.6558166666666666666666,1630.875540,1405.917990,859.237140,12954.052810,712.504030,4595.148010,872.132760,7556.576280
D,DISPATCH,PRICE,4,"2024/02/01 00:20:00",1,SA1,20240131244,0,62.94775,0,62.94775,0,0,"2024/02/01 00:15:02",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,9.01,9.01,0,0.38,0.38,0,0.39,0.39,0,0.2,0.2,0,1.5,1.5,0,FIRM,62.94775,0.48,0.5,0.38,9.01,0.38,0.39,0.2,1.5,6968.502668333333333333333333,1630.875540,1405.917990,859.237140,12954.052810,712.504030,4595.148010,872.132760,7556.576280
D,DISPATCH,PRICE,4,"2024/02/01 00:20:00",1,TAS1,20240131244,0,55.73394,0,55.73394,0,0,"2024/02/01 00:15:02",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,7.22,7.22,0,0.38,0.38,0,0.38,0.38,0,0.2,0.2,0,3.41,3.41,0,FIRM,55.73394,1.36,1.36,0.38,7.22,0.38,0.38,0.2,3.41,14911.0774983333333333333333,3686.597240,1760.678170,732.2357,13820.2516,6161.279110,3319.907070,182.203360,21239.341430
D,DISPATCH,PRICE,4,"2024/02/01 00:20:00",1,VIC1,20240131244,0,56.7471,0,56.7471,0,0,"2024/02/01 00:15:02",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,9.01,9.01,0,0.38,0.38,0,0.39,0.39,0,0.2,0.2,0,1.5,1.5,0,FIRM,56.7471,0.48,0.5,0.38,9.01,0.38,0.39,0.2,1.5,1355.656136666666666666666666,1630.875540,1405.917990,859.237140,12954.052810,712.504030,4595.148010,872.132760,7556.576280
D,DISPATCH,PRICE,4,"2024/02/01 00:25:00",1,NSW1,20240131245,0,68,0,68,0,0,"2024/02/01 00:20:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,9.25,9.25,0,0.03,0.03,0,0.38,0.38,0,0,0,0,0,0,0,FIRM,68,0.48,0.5,0.38,9.25,0.03,0.38,0,0,30513.7265116666666666666666,1630.595540,1405.667990,859.227140,12958.302810,712.144030,4595.138010,871.752760,7555.376280
D,DISPATCH,PRICE,4,"2024/02/01 00:25:00",1,QLD1,20240131245,0,76.41199,0,76.41199,0,0,"2024/02/01 00:20:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,9.25,9.25,0,0.03,0.03,0,0.38,0.38,0,0,0,0,0,0,0,FIRM,76.41199,0.48,0.5,0.38,9.25,0.03,0.38,0,0,85721.6558166666666666666666,1630.595540,1405.667990,859.227140,12958.302810,712.144030,4595.138010,871.752760,7555.376280
D,DISPATCH,PRICE,4,"2024/02/01 00:25:00",1,SA1,20240131245,0,62.98511,0,62.98511,0,0,"2024/02/01 00:20:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,9.25,9.25,0,0.03,0.03,0,0.38,0.38,0,0,0,0,0,0,0,FIRM,62.98511,0.48,0.5,0.38,9.25,0.03,0.38,0,0,6968.502668333333333333333333,1630.595540,1405.667990,859.227140,12958.302810,712.144030,4595.138010,871.752760,7555.376280
D,DISPATCH,PRICE,4,"2024/02/01 00:25:00",1,TAS1,20240131245,0,55.75489,0,55.75489,0,0,"2024/02/01 00:20:03",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,7.22,7.22,0,0.03,0.03,0,0.38,0.38,0,0,0,0,3.41,3.41,0,FIRM,55.75489,1.36,1.36,0.38,7.22,0.03,0.38,0,3.41,14911.0774983333333333333333,3687.197240,1761.288170,732.2357,13822.8416,6160.919110,3319.897070,181.823360,21239.921430
D,DISPATCH,PRICE,4,"2024/02/01 00:25:00",1,VIC1,20240131245,0,56.77935,0,56.77935,0,0,"2024/02/01 00:20:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,9.25,9.25,0,0.03,0.03,0,0.38,0.38,0,0,0,0,0,0,0,FIRM,56.77935,0.48,0.5,0.38,9.25,0.03,0.38,0,0,1355.656136666666666666666666,1630.595540,1405.667990,859.227140,12958.302810,712.144030,4595.138010,871.752760,7555.376280
D,DISPATCH,PRICE,4,"2024/02/01 00:30:00",1,NSW1,20240131246,0,59.57,0,59.57,0,0,"2024/02/01 00:25:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,6.07,6.07,0,0.2,0.2,0,0.38,0.38,0,0.08,0.08,0,3.75,3.75,0,FIRM,59.57,0.48,0.5,0.38,6.07,0.2,0.38,0.08,3.75,30578.6815133333333333333333,1630.575540,1405.667990,859.217140,12953.392810,712.294030,4595.138010,871.782760,7555.506280
D,DISPATCH,PRICE,4,"2024/02/01 00:30:00",1,QLD1,20240131246,0,65.67879,0,65.67879,0,0,"2024/02/01 00:25:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,6.07,6.07,0,0.2,0.2,0,0.38,0.38,0,0.08,0.08,0,3.75,3.75,0,FIRM,65.67879,0.48,0.5,0.38,6.07,0.2,0.38,0.08,3.75,85794.5683316666666666666666,1630.575540,1405.667990,859.217140,12953.392810,712.294030,4595.138010,871.782760,7555.506280
D,DISPATCH,PRICE,4,"2024/02/01 00:30:00",1,SA1,20240131246,0,54.7654,0,54.7654,0,0,"2024/02/01 00:25:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,6.07,6.07,0,0.2,0.2,0,0.38,0.38,0,0.08,0.08,0,3.75,3.75,0,FIRM,54.7654,0.48,0.5,0.38,6.07,0.2,0.38,0.08,3.75,7027.876488333333333333333333,1630.575540,1405.667990,859.217140,12953.392810,712.294030,4595.138010,871.782760,7555.506280
D,DISPATCH,PRICE,4,"2024/02/01 00:30:00",1,TAS1,20240131246,0,48.57019,0,48.57019,0,0,"2024/02/01 00:25:03",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,7.22,7.22,0,0.2,0.2,0,0.38,0.38,0,0.08,0.08,0,3.41,3.41,0,FIRM,48.57019,1.36,1.36,0.38,7.22,0.2,0.38,0.08,3.41,14963.8312200000000000000000,3688.057240,1762.148170,732.2357,13824.4316,6160.739110,3319.897070,181.853360,21240.501430
D,DISPATCH,PRICE,4,"2024/02/01 00:30:00",1,VIC1,20240131246,0,49.36865,0,49.36865,0,0,"2024/02/01 00:25:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,6.07,6.07,0,0.2,0.2,0,0.38,0.38,0,0.08,0.08,0,3.75,3.75,0,FIRM,49.36865,0.48,0.5,0.38,6.07,0.2,0.38,0.08,3.75,1409.325276666666666666666666,1630.575540,1405.667990,859.217140,12953.392810,712.294030,4595.138010,871.782760,7555.506280
D,DISPATCH,PRICE,4,"2024/02/01 00:35:00",1,NSW1,20240131247,0,75.69386,0,75.69386,0,0,"2024/02/01 00:30:02",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11,11,0,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,0.93,0.93,0,FIRM,75.69386,0.39,0.39,0.38,11,0.39,0.39,0.38,0.93,30578.6815133333333333333333,1630.465540,1405.557990,859.207140,12954.2050,712.484030,4595.138010,871.962760,7555.236280
D,DISPATCH,PRICE,4,"2024/02/01 00:35:00",1,QLD1,20240131247,0,84.50403,0,84.50403,0,0,"2024/02/01 00:30:02",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11,11,0,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,0.93,0.93,0,FIRM,84.50403,0.39,0.39,0.38,11,0.39,0.39,0.38,0.93,85794.5683316666666666666666,1630.465540,1405.557990,859.207140,12954.2050,712.484030,4595.138010,871.962760,7555.236280
D,DISPATCH,PRICE,4,"2024/02/01 00:35:00",1,SA1,20240131247,0,69.96694,0,69.96694,0,0,"2024/02/01 00:30:02",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11,11,0,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,0.93,0.93,0,FIRM,69.96694,0.39,0.39,0.38,11,0.39,0.39,0.38,0.93,7027.876488333333333333333333,1630.465540,1405.557990,859.207140,12954.2050,712.484030,4595.138010,871.962760,7555.236280
D,DISPATCH,PRICE,4,"2024/02/01 00:35:00",1,TAS1,20240131247,0,61.49255,0,61.49255,0,0,"2024/02/01 00:30:02",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,8.22,8.22,0,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,3.41,3.41,0,FIRM,61.49255,1.36,1.36,0.38,8.22,0.39,0.38,0.38,3.41,14963.8312200000000000000000,3688.417240,1763.008170,732.6157,13828.012970,6160.648110,3319.887070,182.033360,21241.006620
D,DISPATCH,PRICE,4,"2024/02/01 00:35:00",1,VIC1,20240131247,0,62.76,0,62.76,0,0,"2024/02/01 00:30:02",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11,11,0,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,0.93,0.93,0,FIRM,62.76,0.39,0.39,0.38,11,0.39,0.39,0.38,0.93,1409.325276666666666666666666,1630.465540,1405.557990,859.207140,12954.2050,712.484030,4595.138010,871.962760,7555.236280
D,DISPATCH,PRICE,4,"2024/02/01 00:40:00",1,NSW1,20240131248,0,76.368,0,76.368,0,0,"2024/02/01 00:35:03",0.45,0.45,0,0.39,0.39,0,0.38,0.38,0,10.98,10.98,0,0.39,0.39,0,0.39,0.39,0,0.17,0.17,0,3.76,3.76,0,FIRM,76.368,0.45,0.39,0.38,10.98,0.39,0.39,0.17,3.76,30578.6815133333333333333333,1630.205540,1405.227990,859.197140,12953.5050,712.484030,4595.138010,871.752760,7555.236280
D,DISPATCH,PRICE,4,"2024/02/01 00:40:00",1,QLD1,20240131248,0,85.27157,0,85.27157,0,0,"2024/02/01 00:35:03",0.45,0.45,0,0.39,0.39,0,0.38,0.38,0,10.98,10.98,0,0.39,0.39,0,0.39,0.39,0,0.17,0.17,0,3.76,3.76,0,FIRM,85.27157,0.45,0.39,0.38,10.98,0.39,0.39,0.17,3.76,85794.5683316666666666666666,1630.205540,1405.227990,859.197140,12953.5050,712.484030,4595.138010,871.752760,7555.236280
D,DISPATCH,PRICE,4,"2024/02/01 00:40:00",1,SA1,20240131248,0,69.6222,0,69.6222,0,0,"2024/02/01 00:35:03",0.45,0.45,0,0.39,0.39,0,0.38,0.38,0,10.98,10.98,0,0.39,0.39,0,0.39,0.39,0,0.17,0.17,0,3.76,3.76,0,FIRM,69.6222,0.45,0.39,0.38,10.98,0.39,0.39,0.17,3.76,7027.876488333333333333333333,1630.205540,1405.227990,859.197140,12953.5050,712.484030,4595.138010,871.752760,7555.236280
D,DISPATCH,PRICE,4,"2024/02/01 00:40:00",1,TAS1,20240131248,0,61.27294,0,61.27294,0,0,"2024/02/01 00:35:03",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,8.22,8.22,0,0.39,0.39,0,0.38,0.38,0,0.17,0.17,0,3.41,3.41,0,FIRM,61.27294,1.36,1.36,0.38,8.22,0.39,0.38,0.17,3.41,14963.8312200000000000000000,3689.067240,1763.648170,732.9957,13831.602970,6157.958110,3319.877070,181.823360,21239.586620
D,DISPATCH,PRICE,4,"2024/02/01 00:40:00",1,VIC1,20240131248,0,62.76,0,62.76,0,0,"2024/02/01 00:35:03",0.45,0.45,0,0.39,0.39,0,0.38,0.38,0,10.98,10.98,0,0.39,0.39,0,0.39,0.39,0,0.17,0.17,0,3.76,3.76,0,FIRM,62.76,0.45,0.39,0.38,10.98,0.39,0.39,0.17,3.76,1409.325276666666666666666666,1630.205540,1405.227990,859.197140,12953.5050,712.484030,4595.138010,871.752760,7555.236280
D,DISPATCH,PRICE,4,"2024/02/01 00:45:00",1,NSW1,20240131249,0,59.99,0,59.99,0,0,"2024/02/01 00:40:03",0.48,0.48,0,0.39,0.39,0,0.38,0.38,0,9.25,9.25,0,0.38,0.38,0,0.39,0.39,0,0.2,0.2,0,1.2,1.2,0,FIRM,59.99,0.48,0.39,0.38,9.25,0.38,0.39,0.2,1.2,30578.6815133333333333333333,1630.185540,1405.117990,859.187140,12954.9050,712.854030,4595.138010,871.782760,7555.726280
D,DISPATCH,PRICE,4,"2024/02/01 00:45:00",1,QLD1,20240131249,0,67.30878,0,67.30878,0,0,"2024/02/01 00:40:03",0.48,0.48,0,0.39,0.39,0,0.38,0.38,0,9.25,9.25,0,0.38,0.38,0,0.39,0.39,0,0.2,0.2,0,1.2,1.2,0,FIRM,67.30878,0.48,0.39,0.38,9.25,0.38,0.39,0.2,1.2,85794.5683316666666666666666,1630.185540,1405.117990,859.187140,12954.9050,712.854030,4595.138010,871.782760,7555.726280
D,DISPATCH,PRICE,4,"2024/02/01 00:45:00",1,SA1,20240131249,0,54.62234,0,54.62234,0,0,"2024/02/01 00:40:03",0.48,0.48,0,0.39,0.39,0,0.38,0.38,0,9.25,9.25,0,0.38,0.38,0,0.39,0.39,0,0.2,0.2,0,1.2,1.2,0,FIRM,54.62234,0.48,0.39,0.38,9.25,0.38,0.39,0.2,1.2,7027.876488333333333333333333,1630.185540,1405.117990,859.187140,12954.9050,712.854030,4595.138010,871.782760,7555.726280
D,DISPATCH,PRICE,4,"2024/02/01 00:45:00",1,TAS1,20240131249,0,48.20151,0,48.20151,0,0,"2024/02/01 00:40:03",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,8.22,8.22,0,0.38,0.38,0,0.38,0.38,0,0.2,0.2,0,3.41,3.41,0,FIRM,48.20151,1.36,1.36,0.38,8.22,0.38,0.38,0.2,3.41,14963.8312200000000000000000,3689.927240,1764.508170,733.3757,13835.192970,6153.908110,3319.867070,181.643360,21238.166620
D,DISPATCH,PRICE,4,"2024/02/01 00:45:00",1,VIC1,20240131249,0,48.99095,0,48.99095,0,0,"2024/02/01 00:40:03",0.48,0.48,0,0.39,0.39,0,0.38,0.38,0,9.25,9.25,0,0.38,0.38,0,0.39,0.39,0,0.2,0.2,0,1.2,1.2,0,FIRM,48.99095,0.48,0.39,0.38,9.25,0.38,0.39,0.2,1.2,1409.325276666666666666666666,1630.185540,1405.117990,859.187140,12954.9050,712.854030,4595.138010,871.782760,7555.726280
D,DISPATCH,PRICE,4,"2024/02/01 00:50:00",1,NSW1,20240131250,0,65.33988,0,65.33988,0,0,"2024/02/01 00:45:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,5,5,0,0.38,0.38,0,0.38,0.38,0,0,0,0,3.62,3.62,0,FIRM,65.33988,0.48,0.5,0.38,5,0.38,0.38,0,3.62,30578.6815133333333333333333,1629.945540,1404.907990,859.177140,12952.1750,712.844030,4595.068010,871.402760,7558.636280
D,DISPATCH,PRICE,4,"2024/02/01 00:50:00",1,QLD1,20240131250,0,84.51994,0,84.51994,0,0,"2024/02/01 00:45:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,5,5,0,0.38,0.38,0,0.38,0.38,0,0,0,0,3.62,3.62,0,FIRM,84.51994,0.48,0.5,0.38,5,0.38,0.38,0,3.62,85794.5683316666666666666666,1629.945540,1404.907990,859.177140,12952.1750,712.844030,4595.068010,871.402760,7558.636280
D,DISPATCH,PRICE,4,"2024/02/01 00:50:00",1,SA1,20240131250,0,57.46724,0,57.46724,0,0,"2024/02/01 00:45:03",0.48,0.48,0,0.5,0.5,0,0.38,0.38,0,5,5,0,0.38,0.38,0,0.38,0.38,0,0,0,0,3.62,3.62,0,FIRM,57.46724,0.48,0.5,0.38,5,0.38,0.38,0,3.62,7027.876488333333333333333333,1629.945540,1404.907990,859.177140,12952.1750,712.844030,4595.068010,871.402760,7558.636280
D,DISPATCH,PRICE,4,"2024/02/01 00:50:00",1,TAS1,20240131250,0,50.98614,0,50.98614,0,0,"2024/02/01 00:45:03",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,8.22,8.22,0,0.38,0.38,0,0.38,0.38,0,0,0,0,3.41,3.41,0,FIRM,50.98614,1.36,1.36,0.38,8.22,0.38,0.38,0,3.41,14963.8312200000000000000000,3691.287240,1765.868170,733.7557,13838.782970,6149.858110,3319.797070,181.263360,21236.746620
